what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836787374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836789756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836792108
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448836792123
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836824283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836826736
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1448836830002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836830033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836830424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836832274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448836835928
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448836835944
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836865314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836867658
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836875580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836875674
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836877533
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448836879049
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1448837185690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837185722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837186190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837189586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837192798
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448837192816
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448837226162
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448837232803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837236806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837273903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448837273966
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1448837580181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837580212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837580707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837584333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837587651
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448837587685
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448837609304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1448837611929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1448837613523
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1448837613929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837613960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837614351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837616207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837618531
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448837618547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448837642533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837647598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837668152
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448837668187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448837677616
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448837686305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837945809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448837947027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448838460423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448838462246
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448838463124
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1448838464915
